기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요라벨,싫어요,라벨
20210201,20210201,목사들 쌓아놓은 현금만 풀어도.. ㅋㅋㅋ  이건 5만원권 현금이라 어딨는지도 모름.. ㅋㅋㅋ,1055,,103.0,0.0
20210201,20210201,ㅋ 방역 지원에 없던 업무 생긴거 다 말단 공무원들이 하는데 공무원들이 하는게 없다니 무식징징의 끝판왕이네,265,,19.0,0.0
20210201,20210201,교회부터 전면 예배금지하고 폐쇄하면 5인 이상 안모일께요,1471,,235.0,0.0
20210201,20210201,웃기는 넘들이 TV 프로그램은 수십명이 모여서 마스크도 없이 말하고 먹고 미시고 게임하고 뒤엉켜 수시간에서 며칠동안 좔영하면서 가족은 모이지마라? 시방 장난하냐? 가족이 더 안심해야하는거 아님? 요즘 증상있는데 모이는 가족 봤냐?도대체 하나라도 앞뒤가 맞는 말을 해야지! xx식들아!,3686,,332.0,1.0
20210201,20210201,교회를 먼저 잡고 얘기해라. 교회는 성경 전파가 아니고 코로나 전파에 총력을 기울이고 있잖아,2672,,240.0,0.0
20210201,20210201,회사에는 수십명 수백명 모여 일하면서 가족은 못만나는 그 아이디어는 어떻게 나온건지 궁금하네,2738,,434.0,0.0
20210201,20210201,교회가 원망스럽다.,903,,209.0,0.0
20210201,20210201,예수쟁이들 지옥가라,705,,351.0,1.0
20210201,20210201,신천지는  교회발 확진자는 무죄이고 국민들은 벌금 내라는게 말이된다고생각하는지,1385,,53.0,0.0
20210201,20210201,교회나 집합금지 좀 시키지. 옆에 아파트 사는 부모님 집에도 못 가게 만드네~~,1081,,205.0,0.0
20210201,20210201,국민들 스스로가 알아서 해야될텐데 말이죠.. 모두를 위해서  아니 가족들을 위해서요..,567,,38.0,0.0
20210201,20210201,영화관은 모여도되고 8명정도 모이는 가족은 안된다????,982,,297.0,0.0
20210201,20210201,교회는 왜 냅두는 건가요?,1163,,137.0,0.0
20210201,20210201,원전문제 철저조사로 민주주의 이룩하자,799,,443.0,0.0
20210201,20210201,이동제한하면 시댁못갈거아냐 어휴 시댁안가도 놀러는 다들 가던데 머리좀써라,645,,87.0,0.0
20210201,20210201,교회만 폐쇄 시켰어도 아마 확진자수는 현저하게 줄어들거다...,1802,,244.0,0.0
20210201,20210201,5인이상 그만허고 교회나 전부 집합금지 시켜야지,1584,,182.0,0.0
20210201,20210201,표창장은 법정구속  75억 횡령은 불구속?????,5026,,17.0,0.0
20210201,20210201,"장난하냐? 750년 징역은 때려야 하지 말란 얘기지~역시 아니 아직도 유전무죄인가?돈 있고 빽 있고 권력 있는 애들이 세상에서  가장 살기 좋은 나라,  헬조선ㅜㅜ",617,,8.0,2.0
20210201,20210201,70여곳 넘게 압수수색한 정경심 교수는 구속해놓고 얘는 왜 구속 안해?,1623,,19.0,0.0
20210201,20210201,후덜... 정경심 재판은 말도안되는 판결로 징역 4년에 법정구속이었는데..,1425,,24.0,0.0
20210201,20210201,어이 재판장! 일반인도 이정도면 법정구속을 안하냐⟩,887,,4.0,0.0
20210201,20210201,국짐 75억에 4년이면 할만하네.ㅉㅉㅉ,686,,4.0,0.0
20210201,20210201,"혹시 학교 이사장으로 있을 때, 표창장을 허위로 발급 한 적이 있는지도 조사해라. 표창장이 제일 흉악한 범죄 아니냐?",2028,,7.0,0.0
20210201,20210201,표창장이 제일무서벙  살인 마마보다 판새들한테는 표창장이제일나빵,1398,,4.0,0.0
20210201,20210201,야... 일방적으로 검사들의 말만 믿어서 억지로 유죄시킨 표창장 1장이 징역 4년에 법정구속인데... 100억 가까운 횡령이 법정구속은 안되는게 말이 된다고 생각하냐?  일관성이라도 있어야지...,2990,,11.0,0.0
20210201,20210201,체험활동을 인턴이라고 했다고 징역4년에 구속된 정경심 교수와 최강욱의원은 뭐니? 뇌물 횡령을 하고 4년을 선고해도 구속안하고.. 이건 뭐...엘리트 판사들이라고?,3336,,19.0,0.0
20210201,20210201,이런자들을 법정구속 안하고 뭘하는 거야  대한민국 참 한심한 나라다 판사 개인성향에 따라  왔다  갔다 하는 나라는 우리나라 뿐이다  문종이는 얼마를 변호사비로 주었을까요,1467,,6.0,0.0
20210201,20210201,"그것도 징역 4년인데,일단 돈이 많고, 전관 변호사가 변호하니까 구속하지  않는다.",642,,3.0,0.0
20210201,20210201,사람차별이냐? 구속의 기준이 뭐냐?,665,,4.0,0.0
20210201,20210201,법의 기준이 없다. 75억횡령하고 법정구속이 안되고 형편성 없는 사법부의 판결,1510,,3.0,0.0
20210201,20210201,국짐은  뭔짓을 해도 봐주는구나,1041,,15.0,0.0
20210201,20210201,ㅋㅋㅋ 표창장은 4년에 법정구속인데 75억 횡령도 4년 구속도 완되~~~ 이 나라 사법부는 누구의 사법부인가?,4184,,13.0,0.0
20210201,20210131,살아있는 권력수사하지 말라는 기조는 바뀐게 없네~ 검찰개혁이란게 니들 수사하시 말라는 독재~그죄를언젠가   받게 되는게 세상이치다.,696,,434.0,0.0
20210201,20210131,"민주당 180석은 뭐하고 있는지 모르겠다 이런 꼴 볼라고 지지했는지 내 손가락이 원망스럽다. 검찰 개혁의 진정성은 사람에게 있는게 아니라 시스템에 있는줄 모르는가? 검찰, 사법, 언론개혁 할일이 태산인데 허송세월 다 보내고 나중에 땅을 치고 후회한다. 지금 니들이 잘하는거 하나도 없다 더 여론 나빠지면 그나마 두려움에 아무것도 못한다 일부러 그러는건가? 정치인들 속다르고 겉다르다더니, 모두 한통속이냐? 적당히 싸우는척 국민들 눈속이고 철밥통만 지킬 생각? 제발 촛불혁명의 진정성을 보여라!!!",4020,,284.0,0.0
20210201,20210131,건방진..  윤서방파는 반드시 심판되어져야 한다,1779,,239.0,0.0
20210201,20210131,와  진짜  미친것들이네  인사권을  지들  뜻대로  하겠다고?검찰개혁이 답이다,2160,,160.0,0.0
20210201,20210201,이성윤 지검장은 마지막 보루 짤리면 개혁 끝 윤총장 입으로 뻔뻔하게 그 말을 뱉었다는 건 사후에 처가집 수사 막겠다는 것 박장관에게 고하노니 윤총장은 공수처  예약 1호  손님이다 각별히 신경써서 모셔라 그리고 참고로 연수원 동기는 감방 동기와 같은 것 그저 시간이 겹쳤을 뿐 아무 의미 없다 동기끼리 귓속말 주고 받으면 사법처리 동기 부여하는 것 명심하길,165,,14.0,0.0
20210201,20210131,니가 인사권지냐 윤짜 이거 나가도 너무나가네,3294,,237.0,0.0
20210201,20210131,"춘장이 또 오버 하는데, 멍청하고 엄중한 민주당은 뭐하지?",750,,117.0,0.0
20210201,20210131,윤석열이 지가 대통령인줄 아니봐,591,,92.0,0.0
20210201,20210131,오만방자함이 하늘을 찌르는구나. 정부도 윤총장 안짜르고 임기 지켜주는데.. 어이가 없군..,1526,,168.0,0.0
20210201,20210131,윤짜장 정직 2개월 징계 법원 판단 안하냐?,613,,140.0,0.0
20210201,20210131,윤석열을 탄핵하면 될것을 왜 어렵게 돌아가려고 하는지...!!,791,,244.0,0.0
20210201,20210131,중앙일보 안혜리기자 조선일보 출신. 아빠찬스로. 언론사에 취직한거 같은데 ? 누구 아시는분 어떤경로로. 중앙일보에 입사했는지 조사 부탁드립니다,3161,,178.0,0.0
20210201,20210131,돈독오른 마누라에 사기꾼 장모까지....... 참말로 뻔뻔하다. 그런 집구석 제대로 다스리지 못하면서 국민을 위하고 정의를 세우는 검찰총장 한다구? 개들이 웃을 일이다. 사기꾼 집안 살리려고 애쓰는 모습 처량하다.,267,,19.0,0.0
20210201,20210201,ㅋㅋㅋㅋㅋㅋ결국 안깐다 이거네,390,,81.0,0.0
20210201,20210201,북바라기 문재인,678,,323.0,2.0
20210201,20210201,미친 잡견 정총리가 실토를 했네요,608,,156.0,1.0
20210201,20210201,국민도 알권리가 있습니다. 떳떳하다면 공개가 원칙이지 않을까요??,1414,,369.0,0.0
20210201,20210201,국가기밀누설.적과내통.사형이다,612,,63.0,2.0
20210201,20210201,윈자력 발전소 설계도를 주었을까 걱정이다.,484,,154.0,0.0
20210201,20210201,"대깨문 특징 1. 우리 편이 욕먹는 건 우리 편이 잘못해서가 아니다. 반대세력과 조중동의 모함 때문이다. 2. 우리에게 유리한 판결이 나오면 법치주의, 불리한 판결이 나오면 검새 판새 검찰개혁 3. 쉴드가 안될 때는 이전 정부의 잘못을 가져와 변 vs 설사의 구도를 만든다. 하지만 이전 정부보단 낫다고 함 4. 우리에게 동조하지 않으면 친일 극우 토착 왜구 일베라고 함 5. 거짓말해도, 위선적이어도, 잘못을 해도 우리는 절대 선이다. 지금 우리가 행하는 모든 행동이 정의다",1971,,905.0,1.0
20210201,20210201,자꾸들 이러지말고 다 깨봐유 서로가 험담하지말고요 국만들이 시원하게 알수가 있게요,609,,72.0,0.0
20210201,20210201,문 퇴진이 지혜롭다...,985,,444.0,0.0
20210201,20210201,몰래 준건 지혜롭고 몰래 준걸 들킨건 지혜롭지 않은가봄.  ㅋㅋㅋ,1184,,253.0,0.0
20210201,20210201,몰래준건 지혜롭고 까보는건 지혜롭지 않다?,973,,167.0,0.0
20210201,20210201,"세균아! 그러니까 지혜롭게 삭제한 이유를 말하라. 이 인간들 말 하나 표현하는 기술은 글로벌급이다. 이러다 너도 성추행 이런거 아니지? 겉과 속이 달라도 너무나 다른 당신들의 부류라서... 안희정,박원순,조국....",15,,2.0,2.0
20210201,20210201,Usb는 도보다리에서 준 적이 없다~~ㅋㅋ,250,,53.0,0.0
20210201,20210201,뜨거운 쟁점이 돼있는것 Usb  속에 뭣이 있었는지 분명히 밝혀서 국민 의혹을 풀어주세요  국민 의   공통 결정 내용도 아닌 원자로를  북 한     적에게 건설 해 준다는것  대 역적 행위가 분명함,10,,0.0,0.0
20210201,20210201,당연히 밝혀야지 검증해야 하니까,603,,88.0,0.0
20210201,20210201,지혜롭지않다고? 푸하하하))))))  그만우껴라~,541,,180.0,0.0
20210201,20210201,"대깨문 특징   1. 우리 편이 욕먹는 건 우리 편이 잘못해서가 아니다. 반대세력과 조중동의 모함 때문이다.  2. 우리에게 유리한 판결이 나오면 법치주의, 불리한 판결이 나오면 검새 판새 검찰개혁  3. 쉴드가 안될 때는 이전 정부의 잘못을 가져와 변 vs 설사의 구도를 만든다. 하지만 이전 정부보단 낫다고 함  4. 우리에게 동조하지 않으면 친일 극우 토착 왜구 일베라고 함  5. 거짓말해도, 위선적이어도, 잘못을 해도 우리는 절대 선이다. 지금 우리가 행하는 모든 행동이 정의다",1008,,295.0,1.0
20210201,20210201,니들은 그놈의 관례 잘지켜서 대통령도 탄핵시켰냐,821,,259.0,0.0
20210201,20210201,아 긍까 까보자고 ㅋㅋㅋㅋㅋ 뭔 내용이길래,607,,104.0,0.0
20210201,20210201,왜?,126,,27.0,0.0
20210201,20210201,저런 곳은 배달 안해주는게 좋을듯,1037,,13.0,0.0
20210201,20210201,경비실에 갖다놓고 알아서 찾아가라고 해라,1350,,39.0,0.0
20210201,20210201,"이건 잘못된 갑질이고, 다만 제발 아파트 지하주차장에 오토바이 이중주차나 시동켠상태로 주차좀 하지 맙시다!",607,,36.0,0.0
20210201,20210201,가지가지한다 그러다 코로나19 걸리면 손해배상 청구하려고?,310,,8.0,0.0
20210201,20210201,이상한소리야~~!!! 마스크를 왜벗어 !!! 써야지 배달 아저씨들도 코로나 조심해야지,670,,23.0,0.0
20210201,20210201,그냥 1층까지 배달 하고 찾아가기로 하나,322,,3.0,0.0
20210201,20210201,그럼 시키지 말아야짘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ무서우면 ㅋㅋㅋ,1016,,15.0,0.0
20210201,20210201,먹고 살기 힘든 세상에 그러지 좀 마라.... 헬맷 벗을 시간도 없이 이곳 저곳 쏘는 분들이야... ㅠㅠ,625,,81.0,0.0
20210201,20210201,마스크를 벗으라니..... 미쳤군.,619,,17.0,0.0
20210201,20210201,저런미친곳은 배달 거부지역으로  등록하는게 답,1220,,37.0,2.0
20210201,20210201,그냥 니들이 내려와서 받아가라,1130,,12.0,0.0
20210201,20210201,도를 지나친 갑질도 문제긴하지만 라이더분들도 단지내에서 오토바이를 너무 막 몰고 다니십니다 저희는 지상주차장이 없는 단지로 아파트입구는 차도쪽과 가까워서 차도를 이용해 배달을하는것에 불편함이 없는 곳인데도 불구하고 유턴받아 들어오는게 귀찮아서 굳이 단지내로 오토바이를 몰고 들어오시는데.... 자전거 타던 저희아들과 부딪힐뻔하셨으면서 되려 저희아들한테 언성을 높이시더군요   라이더분들 인도도 이용하시고 차도도 이용하시고 편한대로 보행자신호 이용했다가 차량신호 이용했다가 하시던데 본인만 위험한게아니라 남들까지  위험해집니다,931,,60.0,0.0
20210201,20210201,버 러 지 같은 인간들 많네 그 아파트는 주문 가지 말아라 난 니들이 더 공포스럽다 인간탈쓴 악마놈들 ㅉㅉ,742,,47.0,1.0
20210201,20210201,몇푼내고 배달시키는게 무슨 벼슬이냐? 하여간 못배워먹은것들이 별 시덥잖은걸로 특권의식갖고 갑질하고 자빠졌네.,2405,,60.0,1.0
20210201,20210201,배달 가지 마라...,428,,6.0,0.0
20210201,20210131,간첩이 대통령이니 당연하지,955,,752.0,1.0
20210201,20210131,믿는 구석이 있고  거기로부터 어떤 지령을 받았으면   그런 짓 하게된다  KBS는 공영방송이 아닌  편파조작 방송이라는 걸 증명하는 거다  수신료 거부할 권리 국민에게 있어야 한다,1322,,433.0,0.0
20210201,20210201,KBS는  공영방송이 아닌걸  왠 만한 국민들은  다알고 있음,246,,17.0,0.0
20210201,20210131,조선아ᆢ니가 그럴자격있냐 더러운친일기레기 시조야,1093,,387.0,1.0
20210201,20210131,이 친일 망국 기레기 좀 그만 보자. 다음아. 진짜 니들도 불매한다.,751,,347.0,1.0
20210201,20210131,"조선일보  너희들이  쥐, 닭 정권때  빨아주고 찬양할땐  가만히 꿀빨고 있더니  이젠  KBS 에서 안해주니깐  열받냐  ? ㅋ  가짜뉴스 조장 ,  찌라시 선동 조선일보 폐간찬성한다 .  엄지척  ~",3361,,568.0,1.0
20210201,20210131,조선은 그 반대로 사실인 뉴스는  다 삭제. 가짜뉴스만 보도..,2250,,302.0,1.0
20210201,20210131,조선이지?,625,,137.0,0.0
20210201,20210131,빨갱이는 역겹다,472,,137.0,1.0
20210201,20210131,"북풍공작의 목적은  북한을 증오하게 만들어서  한반도의  영구적 분 단을 노리는 수구  왜구앞잡이들의 노림수 라는것을  학생들이  알아야한다,",720,,545.0,1.0
20210201,20210131,패륜집안 방가야! 니들이 북한을 입에 담을 자격이 되냐? 오랜만에 만세삼창 함 해보자고.... 1. 김일성 장군 만세! 2. 전두환 장군 만세! 3. 천황만세!,826,,329.0,1.0
20210201,20210131,이거 완전 간첩이네 허허 할말이 없네 ㅋㅋ,636,,115.0,0.0
20210201,20210131,가짜공영방송=정권의  나팔수+시청료인상×급여인상=서민혈세,750,,116.0,0.0
20210201,20210131,시청료 노. kbs없애라,757,,75.0,0.0
20210201,20210201,판새가 싸지른똥,812,,12.0,1.0
20210201,20210201,욕도 아깝습니다 하나님의 이름을 망령케하는자!! 그는 하나님의 심판을 받을것이다..,779,,24.0,0.0
20210201,20210201,자질없는 대한민국 목사들 사회악인 대한민국 교회들,969,,26.0,0.0
20210201,20210201,국민에게 피눈을 안기는 코르나좀비를 당장 구속하라! 검찰은 본인들에게 유리한 수사는 안시켜도 잘하고 정말  국민에게 필요한 수사는 늑장부려는 이유가 무엇인가? 제발 국민의 세금을 받아 호의호식하고 살면은 국민에게 양심의 가책이라도 는겨야 할것 아닌가! 코르나교회 좀비들이 날뛰는데도 뒤짐 지고. 코르나19 확산 책임을 묻는다면 가장 죄인은 검찰이라고 생각되다. 보다 강력한 처벌을 하루속히 하기바란다. 국민의  울부짓는 소리가 안들리는가? 이런 못나놈들,1484,,29.0,2.0
20210201,20210201,봤니? 판새야,696,,15.0,1.0
20210201,20210201,미쳐도 단단히 미쳤구나,678,,18.0,0.0
20210201,20210201,저거당장. 잡아넣어라 국민이 선출한 대통령을 모독하는자는 처벌하라,2398,,61.0,0.0
20210201,20210201,현직대통령을 간첩이라하고 체포해야한다고 대중에게 선동해도 표현의자유로 죄가되지않는다? 상식적으로 이해가 가지않는건 나뿐인가?,4072,,53.0,0.0
20210201,20210201,판사야 보고 있나?,586,,6.0,0.0
20210201,20210201,아무래도 조선말기 을사오적중 한명의 환생같다,516,,9.0,1.0
20210201,20210201,"내란선동죄  구속 해서 종신형   집행해야 하는것 아닌가,?",1222,,27.0,0.0
20210201,20210201,극우친박 지지자들로 구성된 판사들이니 전광훈을 무조건 무죄라고 풀어주겠지 ㅋㅋ 그냥 판사들울 탄핵시켜야 해,1041,,36.0,1.0
20210201,20210201,"전광훈 저런 인간말종을 왜 코로나 치료를 해주었는지 궁금하다. 다른 국민들이 낸 세금으로 세금한푼 안네고. 알박기 하고, 많은 국민들 고생시키고,  치료해주지 말고 지  좋아하는 하나님 겥으로 빨리 가도록 해주지.",1650,,33.0,2.0
20210201,20210201,"후니야,   대통령이  니  친구니 아무리   시대가 바뀌고  너같은   목불꼴뚜기가 나대는 세상이어도 그렇치 니 교회 성도가  후니 하면 좋겠니 대접을  받으려면  먼저 대접하라,  성경도  모르고   목사질하냐, 돌팔이들,",2381,,44.0,2.0
20210201,20210201,에라이~  이 또라이야!!!,349,,16.0,1.0
20210201,20210201,저인간 풀어준 판새가 누구지? 책임져야지  풀어준 판쇠가 책임져라!,1858,,35.0,1.0
20210201,20210201,아무리생각해봐도 추호할배는 무간도인듯 ㅋㅋ 한일해저터널이라니? 이건 뭐 황교활을 뛰어넘는 진정한 빌런이다,675,,5.0,1.0
20210201,20210201,한일 해저 터널? 네 돈으로 해라. 왜 국민의 세금으로 일본놈들 육로를 더 주냐? 이 개념없는 영감아.,3325,,10.0,1.0
20210201,20210201,왜구당이라...자국 이익에 충실하구만..ㅉㅉㅉ,562,,5.0,1.0
20210201,20210201,한일해저터널은 죽쒀서 개주는 꼴입니다. 대륙과의 연결은 일본이 수백년동안 한반도를 탐내온 이유죠. 김종인씨의 생각이 뭔 영향이 있겠습니까마는 야당의 대표라는 자의 생각이 국가를 배신하는 참 무서운 생각이네요.,1508,,10.0,0.0
20210201,20210201,한일해저터널구상은 정말 신 한일합방의음모다 일본의 압도적인 국력으로 한국은 일본에 흡수병합당한다 해저터널도 영국 프랑스처럼 국력이 비슷한나라간에해야 나름 서로간의 이득인거지 일본이 그렇게 좋으면 그냥 일본에들가 살아,593,,7.0,1.0
20210201,20210201,해저터널 장난하나....섬나라 일본한테만 이득인데 왜!?,1038,,11.0,0.0
20210201,20210201,토착왜구당 어디 안 간다. 일본에다가 부산 갖다 바치게???,848,,9.0,1.0
20210201,20210201,본토와 연결 바라는 토착왜구들,919,,9.0,1.0
20210201,20210201,해저터널은 필요없다.,406,,3.0,0.0
20210201,20210201,이적행위 입니다! 일본에 이익을 위한?,1946,,10.0,0.0
20210201,20210201,대한민국 항만산업 죽이고 일본 고베항을 동아시아 물류기지로 만드는게 한일해저터널이다.  일본에서 지들이 먼저 하자며 이미 개시한 공사이기도 하다. 왜구당은 이제 스스로 본 정체를 밝혀라.,2095,,3.0,1.0
20210201,20210201,이언주 예비 후보가 부산 방송에 나와서  시장이 될려고 하는 이유는 자기 엄마 고생하며 산게 너무 생각이 난다고 .... 그럼 지가 효도 하면 되지 가덕도 예전부터 찬성했다고 강하게 몰고 나가겠다고~ 본인은 외국 투자 전문가라고 외국 투자 할떄 부족하면 일본 자금도 끌어올수있다고 ㅋㅋㅋ  일본 투자도 받아 올수 있다고 장담했음,529,,5.0,0.0
20210201,20210201,막던지는 구나 ㅋㅋㅋ,371,,1.0,0.0
20210201,20210201,미쳤군 한일터널 친일이라고 발표하나,853,,8.0,0.0
20210201,20210201,공익신고자는 무슨? 정당에 꼰지른게 무슨 공익신고자냐? 정치 행위지,2541,,262.0,0.0
20210201,20210201,똥아기레기들은 범죄자를 옹호하며 공익제보자 운운하네 ㅠ 검새들과 붙어먹으니 좋냐???,1486,,152.0,1.0
20210201,20210201,검사가 공익제보자? 자기가 수사하면 되는데? 왜 윤석열이 막드나?,868,,63.0,0.0
20210201,20210201,물어볼께요  그러면 김학의 체포 안되었으면 그때는 뭐라고 얘기를 할까요?  이건 아무리 봐도 도망갈려고 한 김학의 체포 한게 너무 잘한거라고 생각 되는데 왜 그건 지적을 안하는건지 모르겠습니다.,3303,,133.0,0.0
20210201,20210201,기득권 지키려는 적폐세력 일부검찰 쓰레기가 교묘하게 반정부세력들과 짬짬이가 돼서 쓰레기만도 못한 김학의를 편들어주는구나........... 그래 역사에 어떻게 남나보자,1940,,151.0,1.0
20210201,20210201,범죄자 김학의 출국금지 했으면 잘했다고나 해라 김학의 감싸려고 신속한 출금조치를 위법하다고 수사해? 물렁하게 하지말고 정치 검사 정치판사 모두 공수처에서 수사해서 티끌하나라도  법대로 처리해라,2456,,141.0,0.0
20210201,20210201,역시 동아일보였군...에휴...  동아일보는 누구를 위해 존재하는가 어떤 조직을 위해 존재하는가 가끔 의문이 들게 한다.......,1102,,179.0,0.0
20210201,20210201,동아도 불매한다,452,,121.0,0.0
20210201,20210201,출국하는 김학의를 눈 뜬 장님처럼 보고도 못 막으면 그게 더 공익을 해치는 일 아닐까.,4715,,157.0,0.0
20210201,20210201,업무상 비밀 누설 죄로 쳐 넣어야 함. 하여튼 짜왕집은 왜 그러냐 들....,566,,269.0,2.0
20210201,20210201,똥아! 니들 희망을 적지말고 제발 기사라는걸 써볼 수는 없나?,996,,101.0,1.0
20210201,20210201,공익? 사익이겠지ㅋㅋ 뭐 정부나 정당에 찌라시 돌리면 다 '공'자 붙여주는 줄 아나봄?ㅋㅋ 국민들이 예전 니들이 생각하는 국민이 아니다...정도를 걸어라 그럼 다 알아서 이해한다...,1287,,142.0,0.0
20210201,20210201,똥동아 친일파,615,,115.0,1.0
20210201,20210201,남자 부사관으로 들어간거아니니?,433,,8.0,0.0
20210201,20210201,애초에 군에 문의나 해보고 성전환 하던가 몰래 성전환 해놓고 그러면 누가 공감해주나 상식적으로 여군에 넣어도 문제 생기고 그대로 남군 취급해도 문제 생길게 뻔한데 당연히 전역시켜야지,2729,,26.0,2.0
20210201,20210201,인권위 좀 없애주세요...보통의 사람들이 생각하는 선에서 판단을 할 줄 모르는 단체 같아요...,8,,0.0,0.0
20210201,20210201,저 질질 짜는 사진좀 올리지마라ㅡ역겹다.,1078,,41.0,1.0
20210201,20210201,인권위 너무 나대지마라. 그건 국방부 소관이다.,1547,,25.0,0.0
20210201,20210201,뭐래?미친거아님?,416,,11.0,1.0
20210201,20210201,요즘 인권위는 범죄자 편,847,,31.0,1.0
20210201,20210201,아니 이 무슨 개 풀 뜯어먹는 소리여~~ 고용주가 남자를 원해서 남성을 입사 시켜줬는데 입사후 난 여자!!! 이러면 당근 채용이 취소되는거 아니오?,8,,1.0,2.0
20210201,20210201,인권위 너희는 누구냐~? 이것도 이상한 집단이네~,704,,16.0,2.0
20210201,20210201,여군으로 다시 지원하는게 공정이다.,868,,80.0,2.0
20210201,20210201,군대를 개판으로 만드는구나,611,,14.0,1.0
20210201,20210201,국방에 뭔 남녀가 따로 있냐 성소수자면 어떻고 진짜 변태들은 별장에서 성접대 받고 국회의원 아들은 후임병 성고문이나 하는 것들이 더 문제지 미군도 젠더 전혀 의식 안하는데 언제까지 구시대적 사고 가장 근본인 사람이 중하지,7,,6.0,0.0
20210201,20210201,"인권위, 여성부 왜있는지 이해가 안감",8,,0.0,0.0
20210201,20210201,이건 아니다.,323,,10.0,0.0
20210201,20210201,인권위가  뭘제대로파악좀하고 애길하지  군대흐름상  분위기나 군기강은  상각않고  말하남,524,,5.0,0.0
20210201,20210201,인권위 여가부 폐지가 답이다,29,,2.0,2.0
20210201,20210201,수많은 여군 지원자들 박탈감  인권위는 다수는 안중에 없는건가요?,684,,32.0,0.0
20210201,20210201,누구를 위한 인권위냐,593,,11.0,0.0
20210201,20210201,그냥 전역하고 여자로 행복하게 살면되지 굳이 군대에서 저러냐....그리고 처음에 당신은 남자군인 역할을 부여하고자 임관했는데 여군임무를 한다면 남자군인의 한자리가 당신때문에 결원이 생기게 되는것 아니오?? 그건 누가 책임지나?,11,,0.0,1.0
20210201,20210201,휴가중 외국나갈수있음?,258,,10.0,0.0
20210201,20210201,선거철이라 토착왜구들이 출몰한다,498,,103.0,1.0
20210201,20210201,Mb시절 누구니? 진짜 별 이상한애들 다 기어나오네,612,,75.0,1.0
20210201,20210201,MB휘하 장수의 넋두리...,948,,76.0,0.0
20210201,20210201,쓰레기들은 안치우면 어디선가 삐쳐나와 악취를 풍기고 환경을 회손시킨다,659,,51.0,1.0
20210201,20210201,맹박이 밑에서 마이 빌어 먹었으마 고마 짜져  있으라.,1058,,111.0,2.0
20210201,20210201,니네 대통령을 머저리라고 취급하니 기분 좋냐.. 어쩜 이리 격이 떨어지냐,687,,108.0,0.0
20210201,20210201,이명박때면 김정은이랑 이야기는 해 봤냐?? 나도 당신을 모르지만....특등 머저리보다 훨~씬 머저리 같은데....,2160,,143.0,1.0
20210201,20210201,@58.⟨죄없는 박근혜대통령 석방하라⟩  *죄없는 박근혜 대통령님 당장 석방하라  인간적인 양심을 걸고 보세요 역대 최장기 정치적 보복 구속 기간을 떠나서 제3자 뇌물 공여로 뒤집어 씌워놓고 이것이 탄핵 사유라 한다면 역대 어느 대통령이 탄핵 사유에 해당되지 않겠는가?  박영수 특검과 윤석열 검찰에 재차 묻습니다 당신들이 자신만만해 했던 박근혜 대통령 통장 공개는 왜 안했는가?  당장 석방하라 그것이 당신들이 저지른 죄를 조금이나마 씻는길이고 역사에 죄인으로 남지 않는 유일한 길이다,8,,2.0,0.0
20210201,20210201,수구꼴통이 이때다 싶어 득달같이 달려들어 물어뜯네..ㅋ 하지만 선거는 민주당이 이긴다!!  국짐당은 능력없고 대안이 안되요~~,865,,199.0,1.0
20210201,20210201,대한민국은 지금 전세계적 펜데믹 위기를 전화위복의 기회로 삼아 국가의 부흥을 높일 수 있는 비전이 가장 높은 나라 이미 전세계 최고의 K 방역으로 지난 1년간 OECD 국가 중 경제 성장률 1위 G7 가입으로 입증 그러나 지금 부터가 가장 중요한 시기 전세계적 경제 다변화의 한 변곡점에서 대한민국 국제적 위치나 자체적 역량으로 신세계화를 가장 먼저 주도해야 그러려면 최근 북미관계를 지속적 호전관계로 북한을 개방화 시켜 한반도의 영구평화 구축 동시에 안보는 미국 경제는 중국 인도 동남아 공략 일본은 반성 유무에 상생 고립 갈라져,553,,114.0,0.0
20210201,20210201,명박이때  외교라  ᆢ  알만하지,397,,42.0,0.0
20210201,20210201,정은이랑 내통하나봅니닼ㅋㅋㅋㅋ아주 잘아는척오진닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ얘가 진정한 좌빨아니냐,444,,79.0,1.0
20210201,20210201,면회나가라~ 글구 너님계좌도 추적한번해보자 돈에 환장한것들,229,,35.0,0.0
20210201,20210201,기자 할일 없냐 ㅋ 재택근무하니깐 기사 그냥 막 쓰는구나,363,,64.0,2.0
20210201,20210201,기장군수 치면 나오는 영상 보세요 이인간 시의회 대놓고 무시하는 동영상 유명하지 무소속???이인간 국민의힘이나 마찬가지인 적폐임,1905,,130.0,1.0
20210201,20210201,미역먹고 미⟩친건가? 군수는 군수답게.....   설치지 말고.,457,,92.0,1.0
20210201,20210201,정신차려라.,235,,49.0,0.0
20210201,20210201,이런 인터뷰 왜하는지 ㅉㅉ,181,,37.0,0.0
20210201,20210201,도다체 뭔 사고 발상이 저모양이지?,240,,49.0,0.0
20210201,20210201,고을 현령이 장사치 머슴질이나하고 나라 잘돌아간다.,468,,72.0,0.0
20210201,20210201,오규석 나쁜 사람!!!기장 군수 너무 오래 해 먹는다!!! 무지 기장군민이  오규석 한의원 들락거리며 최면 걸린 동ㄴㅔ!! 으이그,351,,135.0,1.0
