기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요,라벨
20210306,20210306,윤 총장 가족  사건도 똑 같은 잣대로 했어야지요,634,87,-1.0
20210306,20210306,준석아~ 튼튼하게만 자라다오~,4,0,-1.0
20210306,20210306,얘는 왜 기사로 내 보내지?? 얘가 뭔데? 국회의원도 아니고 아무것도 아닌 놈을 왜 자꾸 기사화 함???,6,0,-1.0
20210306,20210306,"조국 추미애 전 법무장관님께 감사드립니다 두 분은 역사에 애국 개혁 인물로 남을 것입니다 윤석열은 총장 중 어떤 인물로 남을까요? 개혁을 저지하여 기득권을 유지하려다 오히려 개혁의 명분과 필요성을 국민들에게 각인시킨 인물로 한줄 남겠지요 그러므로 역사적으로 노무현 처럼, 조국 추미애는 살고 윤석열은 패배한 자가 될 것 입니다 검사님들.  시대 변화, 민심의 변화를 실감 하십시요 그리고 스스로의 개혁에 적극 나서야 합니다 역사에서 이긴자는 잠간 정권 잡은 사람이 아니라  정의롭 민주  나라 국민을 위해 ""모든 것을 받친' 분 입니다",40,13,-1.0
20210306,20210306,과연 추미애 전 법무장관니의  촌철살인의 비판입니다ㆍ지금이라도 다시 대검 감찰부에서 감찰권발동 하여 임은정 검사가 재수사하면 됩니다ㆍ,1044,119,-1.0
20210306,20210306,"살아있는 권력을 수사하는건 좋다..단 진짜 잘못되고 비리가있고 거짓이 있으면 수사해도 좋다.하지만 검찰은 그저 망신주고 물어뜯는 수사로 깡패짓거리 했기때문에 검찰개혁이 절실해진거다...96만원 룸빵이 4만원 모자른다고 무혐의??.가르마 반대라고 별장성접대 한놈이 아니라고? 23억 부정수급에도 수사도 뭉개고, 동업자들 감옥에 다 쳐넣고도 조사도 안 받아?. 한 두건도 아니고, 몇백억 잔고증명서는 괜찮고,애들 지잡대 표창장은 4년 감방 쳐넣고...이러니 검찰 수사권 박탈해야한다..전두환 하나회처럼 똘똘 뭉쳐 검찰 공화국 만든 악마같은",563,35,-1.0
20210306,20210306,박범계 장관은 뭘하고 있는거냐?  지휘명령을 발동 해서라도 재수사 해라  선거 때문에 미적거리는 민주당 답답하다,8,1,-1.0
20210306,20210306,직권남용추가하고  진상을 밝혀라 출국 금지도 기소하는 판에,687,26,-1.0
20210306,20210306,윤석렬을 구속 수사 하라,1014,153,-1.0
20210306,20210306,"썩어빠진 양아치 집단, 끝까지  지들 잘못은 없지  ~ 끝까지 제식구 감싸기 짓  못버리지  ~ 니들의 못된짓  버리지 못하는한 끝임없이 검찰개혁 요구할꺼다 .",2041,46,-1.0
20210306,20210306,추할 추 진짜 추하다.,6,3,-1.0
20210306,20210306,서울시장 선거 지더라도 검찰개혁을 더 빠르고 강력히 추진하기를 희망합니다. 추미애 장관님 말씀에 공감합니다.,1401,237,-1.0
20210306,20210306,검찰의 자기 식구 감싸기는 계속된다.,447,36,-1.0
20210306,20210306,빨리 검찰개혁합시다.,418,52,-1.0
20210306,20210306,정말로 징글 징글하다!,249,12,-1.0
20210306,20210306,임은정을 검찰총장으로,628,158,-1.0
20210306,20210306,희대의 거짓말장이 검사탈 쓰고 나라 말아먹은 역적넘 윤석열 조국한테했던 똑같은 방법으로 수사해서 엄벌해야!!,1398,164,-1.0
20210306,20210306,"반드시 썩은 부위는 도려내야 검찰의 미래도 있는거다. 제식구감싸기, 선택적 수사, 뭉개기 수사~  국민들은 다 기억하고 있다.",1342,55,-1.0
20210306,20210306,특검가자~ 90마넌짜리도~~,351,17,-1.0
20210306,20210306,허정수 감찰3과장나으리양반! 배당받은지 며칠이나됐다고 무혐의 처리? 수사를 하기는 한거냐? 이런것들은 직무유기로 파면시켜야하는데..,3640,63,-1.0
20210306,20210305,어느 정치인이 말하지 않았던가~~~ 이나라엔 공직에 도둑넘들이 너무나 많다고~~~~,916,4,-1.0
20210306,20210305,서민들은 코로나에 힘들어 허덕일때..나무심느라 힘드셨겠습니다..개탄할만한 일이지요....,712,2,-1.0
20210306,20210305,신도시 취소하고 철저히 조사해라,1533,7,-1.0
20210306,20210305,30~40년전부터  전부탈탈 털어라 개발 관련부서 투기꾼들   어마어마  할것다  처음인것처럼 하지 말고 ~ 구청 동사무소 직원까지 털어봐,1128,7,-1.0
20210306,20210305,"다주택 투깃꾼 보유세 100% 올려 불로소득 박살내면  주택난, 저출산 깨끗히 해결되는데 문정권이 계속 투깃꾼 잔칫상만 차려주고 있다.  문정권은 단군이래 최악의 정권이다.",1080,293,-1.0
20210306,20210305,법 잘 아는 법조인들이 요리조리 법망 피해가는거랑 비슷한거지,325,2,-1.0
20210306,20210305,이러니 나라가 이모양이지  같은놈끼리 뭘 조사해 이런거 명확하게 할수 있는분이 누굴까?,603,5,-1.0
20210306,20210305,맨날 투기세력을 뿌리 뽑아야 한다메????? 이 썩을 정부야~ 니들이 바로 투기 세력이잖아~~~ 빌어 먹을 것들 빨리 뿌리 뽑아라!!! 투기 세력도 또 니들 정부 인사들끼리만 조사하고 말꺼냐? 그걸 야당이 뿌리 뽑으면 안되는거고? 국정조사해서 뿌리 뽑아 이 빌어먹을 것들아 곧 사라질 정권,23,1,-1.0
20210306,20210305,사형  아니면 무인도로 영구 추방.,66,3,-1.0
20210306,20210305,문재인  이 직접나서서  조사해라,445,68,-1.0
20210306,20210305,"공공 임대 ,공공만 들어가면 미친듯 달려들고 추진하는 문정부의 썩은 일면이 드러났습니다 오로지 내편만 낙하산 인사로 옆에다 끼고 퍼주고. 비전문가들만 앉히고 청렴함이라곤 눈꼽만큼도 없이 방만하게 나라와 국가기관들을 경영하게 내버려둔 썩은 문정부를 엎어야됩니다 예를 들어 공공의대 억지로 추진하려고 난리 친 정부. 얼마나 많은 내편 비리를 저지를 까요 조민도 정청래관련 병원에 떡하니 취직시키고~ 운동권 벌집처럼 연결된 망 속에서 서로서로 짬짜미하면서 봐주고 알려주고 투기하고 했겠죠 거기에 수장이 문통인데^^",23,2,-1.0
20210306,20210305,세종시 공무원 아파트 투기한거 보면 답나오지 유야무야 끝날꺼야 다 얽혀있거든 변장관 하는 소리봐라. 처음에만 하는척할꺼야 국민을 호구로 생각하거든,1980,11,-1.0
20210306,20210305,LH직원들은 투기를 한 것이 아니라 묘목을 제배하려고 한 것입니다 그러니 정부는 LH직원들이 그 땅에서 계속 묘목을 제배할 수 있도록 3시 신도시 지정을 철회하여야합니다,149,0,-1.0
20210306,20210305,재인아 뭐라고 대국민 성명을 발표해라,628,143,-1.0
20210306,20210305,"파면.구속으로 수순이 맞다봅니다. 직책을 이용해서 주머니가 두둑해질거 생각에 얼마나 행복했을까? 나라선 집값 잡는다고 욕봐.국민들은 아둥바둥 몇푼모아 집한채라도 살려고 욕보는데, 얼마나 비웃었을까?",2256,8,-1.0
20210306,20210305,저렇게 묘목을 모심듯 심어놓은게 투기목적이 아니면. 실거주목적이에요 농사지을목적이에요? 국민이 개돼지로 되나봐요  국토부 수사시작도 전에 변창흠이 투기목적 아니라고 결론냈어요 투기목적아니라고 결론나겠죠  그런 장관을 경질안하고 계속 수사 맡기는 대통령도 무능하거나 똑같은한편인거구요,3077,42,-1.0
20210306,20210305,정부에서 이걸알고도 실행한다면  ㅡ그놈들이랑 한패라는걸 인정하는거다 모든걸 백지화 하고ㆍ앞으로도 이런일이있으면 백지화한다는걸 보여줘야한다,41,0,-1.0
20210306,20210305,술에 방화  절에서  참으로,357,12,-1.0
20210306,20210305,어이가 없어서 말이 안 나오네..  저렇게 감정적인 사람이 어떻게 승려인지..  단순히 징역 몇년으로 죄값을 치를 수 있는 문제인가,1626,13,-1.0
20210306,20210305,판결합니다  음주 심신미약 징역1년  집행유해 2년  땅땅땅,306,19,-1.0
20210306,20210305,불지른놈 승려라 그러지 말고 똘중 이라 해라.,477,20,-1.0
20210306,20210305,"땡중, 사이비 목사 ㅠ  지구를 떠나서 니들끼리 살거라",797,35,-1.0
20210306,20210305,A애초에 승려가 되긴 어려운 사람이었네 마찰을 왜 빚어왔는지 짐작이가네 죗값 달게 받길,979,16,-1.0
20210306,20210305,남대문도 불로 가고 대웅전도 불로 가네. 방화범 엄벌에 처하라,664,8,-1.0
20210306,20210305,승려도 인간인지라  열받는 일이 있었나보구만 그래도  방화는 엄벌을 받아야하지,504,26,-1.0
20210306,20210305,더이상  짖지마라  술처묵고 쌈하는중은  중이아니다  중놈이다,785,21,-1.0
20210306,20210305,땡중이 술쳐먹고 도박에 기집질에 세무조사하고 세금물리고  법강화하그 무기징역.!,925,33,-1.0
20210306,20210305,그 대웅전 자리에 초가 단칸 암자 짖고 부처님 모셔라 그게 땡중들에게 교훈이 되고 진정한 수도자의 모습이다 부처님은 화려하고 웅장한 불전 안바린다,1951,59,-1.0
20210306,20210305,완전 땡중 인증하네요. 술마시고 불만으로 방화!!,536,21,-1.0
20210306,20210305,요즘  목사 와  땡중 이    문제로다 .,1073,83,-1.0
20210306,20210305,절이 싫으면 중이 떠나면 되는데 요즘은 절이 싫으면 중이 절에 불을 지르네?  승려들 문제 많네요? 동료들끼리 마찰을 빚질 않나 누군지 굳이 말하지 않겠지만 무소유가 아닌 풀소유 스님이 나타나질 않나..  참나ㅎㅎ,2481,49,-1.0
20210306,20210305,나는 왜 술취했다는게 더 충격적일까?,729,13,-1.0
20210306,20210306,감사합니다^^,289,10,-1.0
20210306,20210306,그래도 민주당에 인물이 있긴 있구나.,1318,136,-1.0
20210306,20210306,여기좀 도와주세요 ㅜㅜ  유기견들 너무 불쌍합니다,1140,32,-1.0
20210306,20210306,대놓고 홍보를 해도 이런 일을 하는게 중요하다 더 당당히 하자 꾸준하게,3946,82,-1.0
20210306,20210306,사람이 심성이 되었네.,1037,29,-1.0
20210306,20210306,여야를 떠나서 정치인들 하루한거는 봉사로 치면 안된다. 꾸준히 해야 봉사지.,908,285,-1.0
20210306,20210306,감동입니다 ~~!! 저도 직접 참여해서 봉사활동 하고 싶긴해도  못하는데... 실천하시는 모습이 존경스럽습니다,1573,44,-1.0
20210306,20210306,한국에  이런 장관도  있네요 한장관 님  역시  장관이십나다,3156,86,-1.0
20210306,20210306,이런 뉴스는 정말 좋습니다,1715,44,-1.0
20210306,20210306,진정으로 행동하는  장관님의 모습 보기 좋습니다!,1967,63,-1.0
20210306,20210306,진보의 양심이 바로 한장관이다,961,111,-1.0
20210306,20210306,"이렇게 홍보하는 거  대환영,, 많이많이 해 주세요~~ 감사합니다~~~",1356,56,-1.0
20210306,20210306,검찰이 거짓을 만들어내려하니 이게 정상인가? 윤석열을 공수처 1호 수사로~~~,989,55,-1.0
20210306,20210306,어이. 기자양반. 제목이 감학의 영장기각되고 자나. 김학의 영장이 기각된거야? 월급 받고 기사 똑바로 안써? 뭐 어그로 끄는거야?,935,19,-1.0
20210306,20210306,선별적 기소권으로 장난친 윤석열 직무유기 직권남용 구속 수사하라.,1505,55,-1.0
20210306,20210306,김학의 못알아본 검사 는  구속안하냐?,1542,13,-1.0
20210306,20210306,지들 죄는 전부 무죄대? 김학ㅇ도 무죄주고 99만원 세트로 무죄내고 나자위 통째 기각에 그 아비 통째 무혐의 한명숙사건 증언 조작도 무죄 ㄱㄱ,3168,24,-1.0
20210306,20210306,윤석열일당의 치졸한 짓거리 제대로 봤다 저것들이 양ㅗ아치지 검사냐,795,66,-1.0
20210306,20210306,투표잘하자  부산 여성 가슴  성추행 ▓국민의힘 김대군  보수텃밭 대구여성 성폭행 ▓국민의힘 심학봉   10대 여자  강간 의혹 █국민의힘 태영호  기자 성접대 사건 ▓국민의힘 정인봉  인턴 여직원 엉덩이 더듬 █국민의힘 윤창중  20대 여성 성추행█국민의힘 박희태  동생부인 성폭행▓국민의힘 김형태  여학생 강간미수 ▓국민의힘 정석래  동아일보 여성 가슴 성추행█국민의힘 최연희  50대여성 성추행█국민의힘 서장원  여직원  성추행█국민의힘 박계동  여기자 허벅지 주물 성추행█국민의힘 김무성,956,109,-1.0
20210306,20210306,"김학의 출국금지시킨건 영웅적인 행위잖아. 온국민이 환호했던거 생각해봐.  그게뭐 문제라고 수사하는 윤서방파가 나쁜거 분명하잖아.  ""검사들이 하도 죄를 많이 지어서 이제는 검찰을 아예 해체해 버려도 할말이 없다!""(임은정 검사님 말씀)",4267,75,-1.0
20210306,20210306,김학의 출국 금지가 왜 불법이냐? 적폐놈들이 불법이라고 규정해놓고  수사하는거 자체가 불법아니야?,1821,45,-1.0
20210306,20210306,기레기 왜구들 왜구당 정치검찰  적폐청산,480,18,-1.0
20210306,20210306,참 나쁜 SBS. 정말 나쁜 방송이다,1855,40,-1.0
20210306,20210306,검찰들은 선후배 철저히 챙겨 준다.  그래야 후배들도 선배 챙겨주고 그래야 자기들만의 카르텔이 공고해 지기 때문에. .. 그게 조직 이기주의로 발전하고 무소불위 권력을 지들 맘대로 휘두를수 있기 때문에....,1337,21,-1.0
20210306,20210306,스브스가  빨리 사라지는 날이 오기를 바랍니다,509,6,-1.0
20210306,20210306,뭐가 불법이지? 도망가는 범죄자 잡으려 한건데. 선조치 후보고는 헛말인가?,1358,39,-1.0
20210306,20210306,선명한 동영상에서 김학의 못알아본 검사들 조사해야,4323,15,-1.0
20210306,20210306,ㅋㅋㅋ스브스 하는 짓거리 보면 대놓고 적폐 인증이네. 제목 다는 꼬라지도 우습고.,740,12,-1.0
20210306,20210306,고양이에게 생선을 맡겼네 ㅜ,257,3,-1.0
20210306,20210306,이정도면 검찰에서 수사해야지. 무슨  자체감사야?  멀 감추고싶어서 검찰에서 수사해라.,48,1,-1.0
20210306,20210306,저런놈이 잘사는 이거지같은 나라 몰수 법안도 없을껄,535,5,-1.0
20210306,20210306,문제인정부는 위아래없이 도덕성이라고는 눈씻고 찾아봐도 안보인다 대통령부터 미관말직까지 싹다 썩었다.,119,24,-1.0
20210306,20210306,환멸이 느껴진다 더러운 정권,998,246,-1.0
20210306,20210306,더불로불려 더듬어만족 ㅎㅎ,421,98,-1.0
20210306,20210306,도둑놈들..  국민들은증세에 규제에 힘들게해놓고  지들은 저러고 있다,669,3,-1.0
20210306,20210306,3기 신도시  백지화가 답입니다. 누가누굴 조사하고 하겠는가???? 다 한통속일텐데....,1851,14,-1.0
20210306,20210306,신도시 취소해서 평생 자기땅으로 대대손손 소유하라고 해라,1209,5,-1.0
20210306,20210306,잘됐네 신도시 지정 철회하면되지 강사장 인지 강대리인지 완전 물멕여라 나쁜넘,905,5,-1.0
20210306,20210306,파면하고 부정이익 환수 안 한다면 난 정부의 부동산 정책  못 믿는다.,48,0,-1.0
20210306,20210306,헐 ~ 도둑놈한테 맡겼네,357,2,-1.0
20210306,20210306,"지정 취소하고 공무원은 파면, 전직들은 세무조사 하세요.,",2160,7,-1.0
20210306,20210306,"지정취소, 파면, 고발",552,4,-1.0
20210306,20210306,보상 못 받게해야..  친일파보다 더 악랄하네,840,4,-1.0
20210306,20210306,어이가 없네  이나라가  정말  이지경이냐? 못사는   사람은  무조건   저런  파렴치한사람 때문이다,497,8,-1.0
20210306,20210306,이건 사기꾼의 수법이다 강력처벌 해라,696,5,-1.0
20210306,20210306,일벌백계  파면이답 ㅜㅜ,364,1,-1.0
20210306,20210306,역시 우리나라는 정직하면 3대가 망하나보다. 이렇게 추잡하게 해도 공무원들과 공공기관시 보상해주고 참....대단허다,803,1,-1.0
20210306,20210306,그만 내려오시지? 밥그릇이 안된다//,296,8,-1.0
20210306,20210306,당장 잘라버려라..............,216,10,-1.0
20210306,20210306,"저게 문재인의 안목이다. 하는 짓마다, 이슈마다 남다른데 문재인만 몰라~ 그게 문재인!",1043,185,-1.0
20210306,20210306,문재인 정부 장관들 참으로 답답하다 어찌 그리 인재가 없노,614,24,-1.0
20210306,20210306,정말 태어나지 말았어야 할.....또 이런이를 뽑은 우리 정부의 4차원..... 대체 믿을 곳이 하나도 없다...공무원들의 국가가 되어가나부다....군바리 국가 보다 더 지저분한.....,624,55,-1.0
20210306,20210306,한사람 도 제대로 된사람 이없네 좌파  운동권   재앙이 정권의  한계다 빙산의 일각이다,884,156,-1.0
20210306,20210306,나라가 도둑고양이 우두머리를 장관에 있으니 참 더러운 꼴이다,497,12,-1.0
20210306,20210306,시정잡배만도 못한 놈을 장관 자리에 앉힌 정권이다. 한심한 놈이야,916,78,-1.0
20210306,20210306,똥됐네...,89,3,-1.0
20210306,20210306,이 정부는 쓰레기매립지냐?????  하나같이 쓰레기들이네!?????????  더불어공산당 운동권  잡배들아  껍데기는 가라,1040,205,-1.0
20210306,20210306,"부동산 투기도  내로남불,  부패완판인가요?",478,17,-1.0
20210306,20210306,"문재인은 사람이 먼저라서 괜찮음..  표창장 위조해도, 택시기사 폭행해도...  사람이 먼저라서 대깨문이기만 하면 장관하는 데 충분한 자격이 됨.",64,10,-1.0
20210306,20210306,태어나지 말았어야 할 ××,190,9,-1.0
20210306,20210306,대구출신 쓰레기 5인방  추미애  유시민 변창흠 김대업(이회창아들 병역 거짓 진술) 김제동 이라고 보며 전부 국민과 국가 전혀 도움이 안되는 쓰레기 라고 평하는자가 많다,836,265,-1.0
20210306,20210306,이나라에 그리 사람이 없나... 나랑 친한 사람은 거거까지인가...,167,10,-1.0
20210306,20210306,"변 장관이 “개발 정보를 알고 땅을 미리 산 건 아닌 것 같다. 신도시 개발이 안 될 걸로 알고 샀는데, 갑자기 신도시로 지정된 것 아닌가 생각한다”....... 말이야? 방구야?",633,21,-1.0
20210306,20210306,과거부터 계속 그 짓거리하다 이번에 발각된거지 그게 변장흠재직시절에만 그랬겠냐,470,91,-1.0
20210306,20210306,전수 조사 하고 과거 사례까지 찾아 다 처벌받게 하고 부당이득 취득한고 모조리 환수 시켜라,409,3,-1.0
20210306,20210306,문죄인  똥줄  타네요 그토록 반대 해도 임명 밀어 붙이더나 같이 책임지세요 진보 사이비 정권  한번 더하면 나라 거덜 나겠다 전 국토의  공기업   투기화 전 문빠의  무법화 실컷  달성하세요,14,1,-1.0
20210306,20210306,어느 기업에나 블랙 리스트 다 있음   비 상식적으로 행동하는 직원이나 고객을 따로 관리하지 않으면...  같은 사람에게 계속 당하는데...  당연히 블랙 리스트 만들어서 관리하게 됨.,423,82,-1.0
20210306,20210306,마켓컬리 대표  유퀴유에도 출연하고 좋게 봤는데 노동자들 상대로 블랙리스트라니.. 아무리 싸고 좋아도 절대 이용 안할란다.,1042,128,-1.0
20210306,20210306,노동자. 소비자만 맨날 선택하고 평가하고.  판마하는 사람도 평가좀 하고 선택좀 하자,257,36,-1.0
20210306,20210306,돈 받고 일 잘 못해주면 당연 짤라야죠.,982,342,-1.0
20210306,20210306,우리회사도 블랙리스트 만들었으면 좋겠다 ㅜㅜ 일안하고 놀고 먹는 놈들이 너무 많아서 나머지가 너무 힘듬,1233,100,-1.0
20210306,20210306,일못하는  사람계속서야되나? 속아내야지,1046,427,-1.0
20210306,20210306,마켓컬리 아웃,634,68,-1.0
20210306,20210306,아주 악랄하네요 그릇 좀 커졌다고 이래도 되는 건가요? 이 정도면 기업 때문에 모델 이미지도 버릴 듯 ㅋㅋㅋ 일 똑바로 하세요 직원이 있으니까 기업도 있는 겁니다 마켓컬리 불매함 ㅡㅡ,1145,130,-1.0
20210306,20210306,마켓컬리에서 일해봤다.. 난 마켓컬리 이용안한다.. 광고로만 잘 포장된 기업임.. 내부는 진짜 근본없는  회사다. 시스템도 탄탄하지못하고 그냥 마케팅만 어마하게 해대서 광고로 뱉은 말 처리하는 일은 일용직 노동자들이 대부분인데 처우는 80년대 공장수준,45,1,-1.0
20210306,20210306,똥켓컬리,229,25,-1.0
20210306,20210306,대기업부터가 직원들 사찰하고 리스트만들고 하니 못된건 금방 배우지요,374,17,-1.0
20210306,20210306,마켓 컬리 끊은지 꽤 되는데...,286,13,-1.0
20210306,20210306,똑똑한  소비자들  이러면  먼가  아시죠??  불매  하면  되는겁니다..왜냐면   저 회사  말고 요즘  많잖아요..,1414,96,-1.0
20210306,20210306,마켓컬리 기업 이미지와는 아주 딴판으로 악덕기업이네요. 앞으로 구매할 일 없을거 같아요,2255,126,-1.0
20210306,20210306,마켓걸레 앱삭제,618,50,-1.0
20210306,20210306,니들이 사업해봐라... 진짜 직원 몇 안되는 사업장에도 당장 짜르고싶은 직원이 있는 판국에 커지면 오죽하겠냐... 진짜 개차반 직원들 많다...,329,42,-1.0
20210306,20210306,마켓컬리는 눈가리고 아웅하는식 답변하지 말아라 진정성있는 사과와 사죄가 살길임을 알길바란다,384,56,-1.0
20210306,20210306,알바도 첫날 뺑이 치는 사람들 블랙리스트있음 좋겠다. 오겠다그러고 전화도 안받구요,543,48,-1.0
20210306,20210306,광고비는 엄청써대면서 노동자는 쥐어짜네. 새벽배송. 과잉쓰레기. 알아서 판단해서 이용하길,1084,39,-1.0
20210306,20210306,기업에서는 성실하고 우수한 임금비 성과율 높은 직원을 선별할 권리가 있지 않나요? 요즘은 을의 역갑질이 더 심한거같아서 생각해봅니다. 그래서 마켓컬리가 근로노동법을 위반했나요?,1648,874,-1.0
20210306,20210305,갓 태어난 아기에게 축하는 못해줄망정 손발이 짧네 말도 못하네 나중에 커서 영어도 못하겠다고 비아냥거리는 기사다.,1866,20,-1.0
20210306,20210305,박..쥐같은  수..구꼴통 찬..스 줄께 꺼지세요.,593,6,-1.0
20210306,20210305,망하기를 간절히 바라는 기레기를 보고계십니다,458,8,-1.0
20210306,20210305,고춧가루 뿌리지마라 기레기야,256,4,-1.0
20210306,20210305,첫술에 배부르랴?? 왜구일보와 기레들만 아니면 자주국방한다!!,266,11,-1.0
20210306,20210305,"우리나라 첫 핵잠수함이 기레기들의 속보, 단독 싸움과 설레발로 무산된 일을 알고 있지.",335,6,-1.0
20210306,20210305,개발자들이 천배이상 너보다 더 머리좋고 똑똑해 .. 전문가인척 나불대지마라 기래기야..,1142,12,-1.0
20210306,20210305,ㅎㅎㅎ 니네들 은 망하기를 바렜ㅈㅣ ㅋㅋ,167,3,-1.0
20210306,20210305,어이없는 기사! 뭐든지 처음은 있고   뭔든지 미비함은 있다!! 전투기 개발국가가 몇 된다고 이딴 기사를 써서 힘빠지게 하는지...,583,7,-1.0
20210306,20210305,무슨 첫 비행기 생산부터 F-22의 수준을 바라는 당신의 욕심 자체가 문제가 아닌지 곰곰히 생각해 보시지요.,498,6,-1.0
20210306,20210305,통일교 사이비 종교.가 만든 신문. 제목 봐라...종이 비행기..,879,4,-1.0
20210306,20210305,박수찬은 일본인인가???,434,10,-1.0
20210306,20210305,박수찬 얘는 왜 매날 이리 비관적인지.,408,6,-1.0
20210306,20210305,당신은 종이비행기도 안접어보고 rc비행기를 날리나요? 모든 일에는 순서가 있어요.  ...아 당신같은 사람이 기자질 하는건 순서가 필요없겠네요. 그저  모든걸 삐뚤게 봐버리믄 기자라는 타이틀 주니까.  열심히 사쇼,765,11,-1.0
20210306,20210305,천리길도 한걸음부터~ ^^ KFX 응원합니다  기레기는 응원 안해요,494,7,-1.0
20210306,20210305,헐...  기자야.  니는 태어날때부터 복싱 챔피언이었냐?  시재기라는건 테스트하고 보완 하려고 만드는거다.,535,8,-1.0
20210306,20210305,박수찬이 이너마는 자주국방을 아주 싫어하는구만~,476,7,-1.0
20210306,20210305,ㅋㅋ 제목만 봐도  넌줄 알겠더라. 이 놈은 아예 국산 방산무기 망해라 하고 고사 지내는 놈 이런게 기자라고.,1222,8,-1.0
20210306,20210306,한국 사람의 갑질은 뭐 전세계가 인정한바... 비행기도 돌리는 마당에 이정도쯤이야.. 선방한거지... 신도시 발표전에 기획했던 넘들이 땅 사놓고 묘목 심는 나라인데...ㅎㅎ,1234,210,-1.0
20210306,20210306,이런 사람들이 한국 이미지에 먹칠하는 겁니다.,1145,139,-1.0
20210306,20210306,원칙대로 규정을 어겼으면 경고 후 해고하면 됩니다. 감정에 우선하게 되면 안되죠.,1949,11,-1.0
20210306,20210306,아 국제망신 ㅠㅠ,723,129,-1.0
20210306,20210306,음식먹은 사람도 해고하든가,1693,55,-1.0
20210306,20210306,말안들으면 그냥 짜르지   뭘 폭력행사를 하지..;,787,24,-1.0
20210306,20210306,이런 신발....,304,16,-1.0
20210306,20210306,기사내용 읽어보니 직원 폭행한것도 아니고 생산시설에서 취식한거면 경고나 징계감이라서 담당자가 화낸건데 그담당자는 해고된게 이해되지않는다 그럼 취식한 직원은 계속 다닌다는 소린가?,3597,270,-1.0
20210306,20210306,발로 음식물을 찬것도 잘못이지만 음식물 취식이금지된곳에서 먹은것과 대놓고 거짓말하는것은 더 나쁨 우리나라 같음 취식금지라면 적어도 먹지않는다,2313,113,-1.0
20210306,20210306,직원들도 징계감,817,23,-1.0
20210306,20210306,박근혜 때 빚내서 집사라는말 들었으면 지금 부자됐다,889,58,-1.0
20210306,20210306,한번도 경험해보지 못한나라 만들어준 그분. 내인생의  가장 무능한 사람으로 영원히 기억될그분,1304,163,-1.0
20210306,20210306,문재인  뽑아줬는데   그네정부때  집사면  오히려  이득보고  문깨는  이렇게 됬으니    그네 누나가  신의한수인가여?   이재명 이재명 하는데   뽑기싫다,561,92,-1.0
20210306,20210306,이게바로 재앙... 20대들은 좋겠어...더블어공산당 찍어서 최저시급 열심히 모아서 살기좋은 임대주택살면 되긋네...,13,0,-1.0
20210306,20210306,미친거지.,213,5,-1.0
20210306,20210306,이부동산 한가지만 봐도 탄핵 감이다,19,0,-1.0
20210306,20210306,일본에게 다시는 지지 않겠다더니 버블력으로 승부보네 ㅎ,268,23,-1.0
20210306,20210306,제정신 아니다..저러고도 지가 잘 한다고 여기는지?,682,47,-1.0
20210306,20210306,참 살기 좋은 세상이네,144,8,-1.0
20210306,20210306,정말 아마추어 정권이 너무 망쳐놨다.. 정말 분노가 치밀어 오른다,1680,300,-1.0
20210306,20210306,주가조작같은  부동산조작이  있었던거지 사지도않으면서 서로짜고집값올려거래하고  취소시켜서 주변집값올리고  들켰잖아,587,119,-1.0
20210306,20210306,이런데도 이정부 잘한다고 하는 사람들은 어느나라 백성들인지...,402,63,-1.0
20210306,20210306,박근혜정부때  대출받아서  집사라  했을때  집샀음  이런꼴  안당할껀데....,662,66,-1.0
20210306,20210306,분노가 치밀어 오른다,705,13,-1.0
20210306,20210306,대깨문들 이런데서는 왜 얌전해 ? ㅋㅋㅋㅋㅋㅋ,1104,183,-1.0
20210306,20210306,"""아빠, 우리는 왜 집이 없어? 남들 집살때 아빠는  뭐했어?""  ""응... 아빠는 집값 거품을 빼기위해 열심히 인터넷 댓글을 달았단다.""  ""그래서?""",841,79,-1.0
20210306,20210306,"2017년: “부동산은 자신있다” 2018년: “내년부터 점차 나아질것” 2019년: “부동산 정책으로 집값을 잡았다” 2020년: “부동산 상승은 전정부 때문이다” 2021년: “투기꾼들 때문이다... 아니, 청와대 직원들까지??”",20,0,-1.0
20210306,20210306,이런 기사 쓰는 이유가 뭔지 알아? 너희 집 사라고 등 떠미는거야 내가 부동산 전문가는 아니지만 확실히 올해 분위기가 달라짐 무엇보다 시중금리가 오르는 상황에서 이런 기사는.꼭지 사달라는.기레기의 외침이라고 보면 됨 국채 안정화 되기.전까지는 참어 국채 계속 오르고 시중금리 오르면 부동산 터질수도 있어,699,391,-1.0
20210306,20210306,미친 정권 재앙이다,853,115,-1.0
20210306,20210306,문어벙 효과,614,96,-1.0
20210306,20210306,삼가고인의명복을빕니다,330,3,-1.0
20210306,20210306,얼마나 사는게 고단했으면... 더 산다고 좋은 날도 없긴해요. 좋은 곳 가세요.,1001,73,-1.0
