기사 작성일,댓글 작성일,댓글 내용,좋아요,싫어요,라벨
20201208,20201208,공수처 반드시 필요합니다!,525,61,-1
20201208,20201208,쫄리면 뒈지시던가,147,19,-1
20201208,20201208,당신이 그동안 한짓을 반성해라. 뻔뻔한 종자들.,417,42,-1
20201208,20201208,저런게 무슨 ㅉㅉ,158,39,-1
20201208,20201208,저런 모지리검새~,56,25,-1
20201208,20201208,본색을  드러냈구나..이런  인간이  공수처장  후보라니....!!,584,71,-1
20201208,20201208,고위직들 부정과 부패가  대한민국을  그동안 집어삼킨 괴물였습니다  그걸 척결하라는 국민의 바램이고요 뭔 헛소리를  하시는지 ㅉㅉ,987,61,-1
20201208,20201208,"수천명의 검사와 만명이 넘는 수사관, 수사권과 기소권을 독점하고 있는 검찰이 괴물이냐?  꼴랑 200~300명 되는 공수처가 괴물이냐?  말이 되는 소리를 해라!",861,94,-1
20201208,20201208,누가 괴물인가. . . 검찰개혁 바라고 희망하는 국민이 괴물인가,510,50,-1
20201208,20201208,발악을 할수록 공수처의 당위성은 커집니다. 말리지 않을께요 석동현씨,1321,76,-1
20201208,20201208,잘 하셨어요 사퇴하시고 조용히 지내세요.,305,20,-1
20201208,20201208,공수처가 있어야 이 나라가 구해집니다. 문통님만 믿고 따르겠습니다,507,255,-1
20201208,20201208,빨리 꺼져라,222,48,-1
20201208,20201208,누가 뽑아준대? ㅋㅋㅋ,217,24,-1
20201208,20201208,민주당  화이팅!!!!!!,538,144,-1
20201208,20201208,"대한민국의 카르텔 그룹 검찰, 판사, 국민의힘, 조중동, 일부 보수 언론은 공수처가 이제 제대로 수사해서 위법시 누구나 평등하게 법의 심판을 받아야 한다. 민주당 화이팅 여론조사 올라갑니다.",989,95,-1
20201208,20201208,이번에도 검찰개혁을 못하면  앞으로 대통령과 정부는 정책결정에 앞서 검찰청장에게 모든 정책사안을 사전에 윤허를 받아야 하는  나라가 된다.  검찰을 때려잡고 나라를 바로 세워라.  .,2674,125,-1
20201208,20201208,공수처 설치! 언론개혁!,696,80,-1
20201208,20201208,공수처 홧팅 부역자들 다 잡으러 가즈아,449,77,-1
20201208,20201208,공수처를 신속히 출범하라~~~~!!!!!,484,85,-1
20201208,20201208,너무 기쁘다~~^^ 그러라고 준 180,870,119,-1
20201208,20201208,전투적인 민주당 대환영 언제까지 다수당 의석 가지고 질질 끌려다니나 정말 답답했다 앞으로 일사천리로 진행해주세요,1845,124,-1
20201208,20201208,추장관 대단해ᆢ 밀어부치는 소신  장관답네  ^^ 힘내시소,1391,198,-1
20201208,20201208,장하다. 그렇게 힘든거다. 180명이 더 뭉쳐서 나라의 기초를 세워보자,1432,157,-1
20201208,20201208,축축축,151,41,-1
20201208,20201208,추장관님 화이팅,790,181,-1
20201208,20201208,그럼 걸어나오지 기어나오니?,353,43,-1
20201208,20201208,공수처 처리 끝까지 갑시다,436,64,-1
20201208,20201208,축하드립니다~^^,183,65,-1
20201208,20201208,국민의짐당 의원들은 뭔가 찔리는게 있나 왜 공수처법 통과를 못하게 하는거지! 참 궁금하네! 꼭 통과시켜서 수사 결과를 보고싶다.,869,98,-1
20201208,20201208,"학부모가 아니고 무슨 폭력배 집단같네. 위협에 협박에... 이미 정상적인 절차를 거쳐서 진행된 일인데, 자기들 뜻에 맞지 않으면 또다른 절차를 통해 문제제기하고 바꾸던가... 저게 뭐하는 짓이람? 일단 협박받은 교장선생님은 저 학부모들 전부 고소부터 하세요. 교원이라는 이유만으로 협박과 폭언을 참고 견뎌야할 이유 없습니다.",3058,85,-1
20201208,20201208,경원중과 서울시교육청 자료를 확인한 결과 혁신학교에 대한 경원중 학부모와 교원의 찬성률은 각각 69%와 80%로 높았다. 코로나19 속에서 학교에서 지난 9월 정식 조사를 벌인 결과 전체 학부모의 65%인 636명이 응답해 439명이 동의한 것이다. 교원들도 62명 가운데 50명이 동의했다.  //   실제 학부모와 교직원은 찬성했으나   혁신학교 하면 주변 땅값 떨어진다고  주민들이 학부모 사칭하면서 쑈를 한것이구만...,32,2,-1
20201208,20201208,그니까 입시제도를 바꿔라 이것들아! 지금 수능 위주 한줄 세우는 입시에 혁신학교가 불리하니까 그런거 아니냐,325,66,-1
20201208,20201208,내용이 뭐냐 도대체....? 혁신학교가 뭔데,312,4,-1
20201208,20201208,천박하다 천박해....,697,22,-1
20201208,20201208,애들이 본다  교장이 아무리 잘못해도 저게 뭔가,526,35,-1
20201208,20201208,부모가 학교 다녀라 그냥  아님 본인 자식 본인이 데리고 키우든,412,16,-1
20201208,20201208,"기사를 쓰려면 제대로 좀 쓰세요.  가장 기본적으로 제공해야 할 기사 내용이 없네요.  혁신 학교가 뭔지? 장,단점은 뭔지? 왜 반대를 하는건지?  기본적으로 이 3가지는 써줘야 기사를 읽는 사람들이 이해를 하지요. 에효... 공부 좀 하세요.",40,3,-1
20201208,20201208,고등학교 교사입니다. 우리 학교도 혁신학교에 대한 교사들의 찬반을 물었을 때 거의 반대하였습니다. 혁신학교의 장단점이 있으나 그에 대한 분명한 사고보다는 변화가 싫기에.... 그런데 경원중 구성원들의 찬성 비율이 저렇게 높았다면 분명 변해야한다고 느꼈기 때문일텐데... 참으로 슬프다. 교육의 방향이 아파트 주민들의 이익에 따라 이루어진다는 사실이...,12,2,-1
20201208,20201208,교육이 아닌 부동산이 인륜지대사가 된 세상이구나!,723,26,-1
20201208,20201208,69% 학부모가 찬성한 것을 난리쳐서 엎은 거잖아?,962,59,-1
20201208,20201208,알았다. 이거다 강남집값잡는 방법. 온갖 좋은거는 모두 강남에 연결해놓고는 집값오른다고 난리치는 바보들이 어딨나?,319,11,-1
20201208,20201208,부동산이 우리나라를 망칩니다..,478,19,-1
20201208,20201208,ㅋㅋ  자식교육위해 교장을 죽여서라도..ㅋ 국짐 슬로건인줄,15,1,-1
20201208,20201208,혁신학교를 반대하는 자들은 도대체 머리 속이 어떻까?,360,226,-1
20201208,20201208,내 자식 일이라고 해도 너무 천박하네....,786,36,-1
20201208,20201208,아니 70프로가  찬성했는데  그 나머지 30프로중에  나대는  태극기15프로 때문에 철회했다고?   똑같네  어디서나  15프로는 저런사람들,1404,123,-1
20201208,20201208,저 사람들은 형사처벌 해라,483,32,-1
20201208,20201208,자식들이 그대로 보고 배우겠네 부모가 참 교육 시켜주는구나,637,19,-1
20201208,20201207,"역시  찌라시  로 추락한    조선지,",360,46,-1
20201208,20201207,조선이 또 먹거리 찾는구나,296,44,-1
20201208,20201207,설대  최악이다...인제가  없는거 같다.,336,64,-1
20201208,20201207,사회 악 암적인 존재들 배출하는 학교아님?,652,67,-1
20201208,20201207,조선 니들은 아시아 신문 랭킹 몇위 안에 드냐?,1530,49,-1
20201208,20201207,조국사태를 대하는 서울대생들의 클라스를 보면 당연한 수순,2354,168,-1
20201208,20201207,"재미있는 건,  유학 준비하다 보면 서울대나 지방 대학은 동일시 합니다. 세계 100위건도 못 들어가는데  누가 알겠어요..! 고로 다들 어깨에 힘주시고 세계는 넓고 공부 할 곳 많습니다.",722,83,-1
20201208,20201207,서울대 최고의 동문 1위 윤석렬.  최악의 동문 1위 조국 서울대 그냥 적폐들의 요람이자 적폐들의 놀이터.  요즘은 일베들도 같이 놀지,3299,267,-1
20201208,20201207,스누라이프 있는 서울대 미래는 없다,492,57,-1
20201208,20201207,윤석렬 1위 라는 애들이 머릿 속에 그거 말고 든게 있겠냐 1)  짬짜미 2)  기득권 3)  헐뜯기 4) 똥 골라보세요.,1452,127,-1
20201208,20201207,지금 서울대 보면 14위도 엄청나지,718,36,-1
20201208,20201208,에이즈 걸렸는데 빵공장에서 일해?,1039,374,-1
20201208,20201208,기레기는모든일에 방점은정부탓 노통때버릇 그대로,1280,242,-1
20201208,20201208,이게 왜 의협탓이냐? 대깨들은 하여튼,845,642,-1
20201208,20201208,에이즈를 에이즈라 못 부르는 불편함은 참,594,101,-1
20201208,20201208,남을위해 배려좀 하고삽시다  진짜,251,45,-1
20201208,20201208,에이즈 환자가 빵공장서 다른것도 아니고 반죽을 만든다는게. 놀랍고 인공고관절 수술받고 재활까지 하는중인데  노숙자라는것도 놀랍네,1515,155,-1
20201208,20201208,메르스때랑 뭐가 다르냐니ㅋㅋㅋㅋㅋ돌았나,1321,185,-1
20201208,20201208,노숙인도 의료서비스 받을 권리야 있지만 인공고관절 수슐을? 대단하네.... 돈많으신가 보네,301,88,-1
20201208,20201208,에이즈환자 손가락 피가 들어간 반죽으로 만든빵은  어디 편의점으로  간겨,873,291,-1
20201208,20201208,메르스때 개판인건 인정하는거야?ㅋㅋ,574,149,-1
20201208,20201208,에이즈걸리분이 빵을 만들어도 되는건가요?? 보건증이 발급이 되는건가요??,1542,415,-1
20201208,20201208,짤린손가락부터치료해줘야지누구든아프면치료받을권리가있다,2349,78,-1
20201208,20201208,발목당에 질질 끌려다니지말고 시원하게 처리 하라고 국민이 거대여당 만들어준것.  제대로 못하면 담번엔 안뽑는다.,439,73,-1
20201208,20201208,미친대깨문을워한정치냐  영원할줄알았던이명박도감옥간다 문제인너역시간다,8,4,-1
20201208,20201208,올라갈일만 남았다 이제 .. ㅋㅋㅋㅋㅋ,152,77,-1
20201208,20201208,기래기야 약오르지....ㅋㅋㅋㅋ,229,30,-1
20201208,20201208,드뎌 폭주하는구나 열우당도 이렇게 망했다 노짱은 너무 억울하게 또 안타깝게 가셨지만 문재인은 감방에서 죄값 치뤄야지 그게 공정이고 정의다,6,2,-1
20201208,20201208,개혁법안을 통과 안시키고 미적대서 지지율이 하락한건데. 뭔 개솔,397,66,-1
20201208,20201208,그래라고 일백팔십석 준거다.,360,48,-1
20201208,20201208,권불십년 꼭 기억해라  그리고 제발 잇을때 잘해라  이런것들 때문에 노 대통령이 돌아가시다니,209,42,-1
20201208,20201208,두번다시 노무현의 실수를 반복하지 마세요. 그땐 첨이라서 잘몰라서 순진해서 당했지만 이번에도 못하면 영원히 못합니다. 개혁하라고 180석 만들어준겁니다. 반드시 개혁합시다. 믿습니다.,1406,114,-1
20201208,20201208,이런  입법부가 왜 있어야 할까? 이제 이 정권의 본색을 보았으니 퇴출시키자,5,2,-1
20201208,20201208,180석 가지고도  반대만 하는데 저당을 보고 가만히 있어야  되  권한 행사를 해야 되지 않겠나,254,38,-1
20201208,20201208,공수처 통과시키라고180석 줬는데 안하니까 지지율떨어진거여!! 기레기들아 지지율은 석녈이 나 줘버려!! 고위공직자 는 여야없다!! 죄진넘들 무조건 감옥에 쳐넣어라!! 공수처법1호 석녈이 2호는 갱원인가?!!!👍,1310,114,-1
20201208,20201208,지지율하락에입법독주라? 그러라고표준거에여,543,54,-1
20201208,20201208,따옴표 뒤에 숨는 기레기들 ㅋ,140,8,-1
20201208,20201208,180석  가지고  이제야 일좀하네  밀어붙혀라,620,92,-1
20201208,20201208,국민이 밀어준 의석수로 적법하게. 다수결의 원칙에따라 국회법을 지켰는데 무슨문제가 있냐?,561,92,-1
20201208,20201208,연합뉴스에  세금  지원  절대  반대한다  세금 아깝다,462,41,-1
20201208,20201208,180석  줘도  이제까지  양반놀음에  빠져   일  안하는것   보면  천불   났다.   국민을   무시하고   논거지. 욕  들어도  할건  해야지.,391,45,-1
20201208,20201208,엿장사 마음대로  다해 처먹어라ㅡ,7,1,-1
20201208,20201208,팁 55만원 제외하면 1인당 100만원 안되서 김영란법 위반 아니라는 개소리? ㅎㅎㅎ,519,1,-1
20201208,20201208,앞으로 룸 싸롱 99만원 코스 나오 것네....,608,1,-1
20201208,20201208,"축소, 봐주기 수사  [윤석열 국정감사 : 추미혜가 어마어마한 중형 범죄자 말만 믿고 검찰총장 지휘권 박탈하고, 검찰 공박한 것은, 그거는 정말 비상식적이고, 검찰청법 위법이다] [전주혜/국민의힘 : 추미혜가 사기범 말을 믿고, 말도 안 되는 지휘권 발동했으면 추미혜가 책임져라]  결과는 강남 룸살롱 향응 접대 사실로 드러남  구라쟁이 윤석열의 거짓말은 처음이 아냐 검찰총장 청문회때 새빨간 거짓말했다가 들통나 개망신 당했을때 윤석열 말바꾸는 교활함과 사악함 보여 윤석열은 해임 뿐만 아니라 국기문란 책임 물어 엄중히 처단해야!",1173,9,-1
20201208,20201208,기레기님들 받아쓰기 그만하고 취재 좀 하시죠.,182,4,-1
20201208,20201208,검찰당의 자기식구 감싸기를 제대로 보여준 것이지.. 그 몇만원 빼려고 얼마나 애썼을까.. 검찰의 적은 있는 법 모두 적용하고 검사들은 있는법도 빼주면서 무협의 해주고..  특검으로 뇌물죄 적용해라..,783,2,-1
20201208,20201208,공수처 출범 후에 재조사 필요,271,1,-1
20201208,20201208,100만원이하  술접대받으면  불기소! 공무원 여러분 100만원이상 술접대받지마세요. 희한한  불기소!,342,2,-1
20201208,20201208,왜 밴드마스터 팁으로 백만원줬다하지  ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ  국민을 바보로 아는지  부하로 아는지  검찰 코메디 각이다 ㅋ,1205,1,-1
20201208,20201208,100만원에 4만원 빠지는 96만원? 코미디하냐? 문신만 안 했지 순 양*치 조폭집단,806,2,-1
20201208,20201208,이래서 공수처가 필요한거지..,435,1,-1
20201208,20201208,박재현아 넌 언론이 검찰의 변명 창구 노릇 하는거에 문제의식도 없지? 나만 그러는거 아니야라고 생각하겠지..너부터 시작하면 된다,274,0,-1
20201208,20201208,코미디...그냥 웃지요.근데 검가들 하는 짓이 넘 자연스럽네..하기싸 늘 그러하니....쩝,230,2,-1
20201208,20201208,ㅋㅋㅋ 거봐. 우리 개검들 정말 대단한 거 같아. 공수처가 왜 필요한지 알겠다.,782,1,-1
20201208,20201208,와........참으로 신박하다 신박해...이런걸 해명이라고 실어주는 기레기는 또 뭐니? 이게 그냥 돈 얼마로 계산될내용이냐? 야. 그럼 검사는 99만원 이하로만 접대받으면 만사 오케이네? 참으로 기가막히고 코가 막힌다. 저 변호사랑 이 인간들이 뒤 봐주기로 하고 접대 받은거고 김영란법이 아니고 당연히 뇌물로 기소해야지....야..참 이런짓 하고 쪽팔리지도 않냐? 이사건 공수처에서 분명히 다시 수사해야 하고. 담당검사는 직권남용으로 나중에 반드시 깜빵보내야 된다.,2119,4,-1
20201208,20201208,아니 범죄 저지른 고위 공직자 처벌하자는 법 만들자는데 반대하는 것들은 뻔뻔함의 극치다. 죄 짓고도 빠져나오겠다는 뜻을 대놓고 표명하는거 아닌가?,853,23,-1
20201208,20201208,"검사, 판사는   퇴임후  변호사  전직을  금지해야 합니다 그래야  전관예우관련  인적 커넥션을  뿌리뽑을수 있습니다",382,8,-1
20201208,20201208,검찰이라는   권력의  옷을  벗기  싫겠지 거기에   기생하는   기레기언론 과 국민의적이  먹을게  없잖여  옷자락에서  떨어진 밥풀이라도  먹어야하는데     이   냄새나는  쓰레기들아,621,22,-1
20201208,20201208,"종교계가 올바른 선도를 해주는 모습에 경의를 표합니다, 지지합니다.",2224,74,-1
20201208,20201208,올만에 종교계에 올바른방향인듯합니다,569,60,-1
20201208,20201208,글고보면  기레기들의  편파보도는 이젠 국민들이 다알기에  기레기들 사실에  의한  보도 하길 바란다.   소설들은 그만쓰길  소원한다.,373,16,-1
20201208,20201208,개신교 더분발 하셔야 합니다!!!!,234,36,-1
20201208,20201208,윤석열 장모는  구속안되는  건희?,393,31,-1
20201208,20201208,검찰 보다도 더 개혁이 시급한 곳이 썩은 언론이다 . 검언유착  썩은냄새  돌러내자,703,13,-1
20201208,20201208,불의에 맞서 검찰개혁에 앞장서 주셔서 감사합니다.,916,35,-1
20201208,20201208,앞장서주셔서 고마워요,411,43,-1
20201208,20201208,응원합니다. 방역도~~ 조심조심해주세요~,216,21,-1
20201208,20201208,검사 판사 변호사 법으로 먹고 사는 법기술자들의   술수가 도를 넘었다 세상에 끼치는 해악이 너무 크다,878,17,-1
20201208,20201208,잘하신 일 입니다~!!!!,250,35,-1
20201208,20201208,정치검찰이 무너뜨린 법치를 바로 세워야합니다.,543,29,-1
20201208,20201208,찬성합니다. 현재의 검찰은 분명히 정치검찰이고 기존 기득권의 허수아비 입니다. 검통령이죠. 대한민국의 최고 통치권자보다 더한 권력을 가지려는 검통령... 일제가 원하는 거겠죠.... 바로 바다건너 일본 우익입니다. 국민들이 모른다고 생각하면 한심하다...,1510,45,-1
20201208,20201208,싼입이 결국 사고 쳤구먼ㅋㅋ,418,354,-1
20201208,20201208,정의당은 불편당이에요 지네들만 정의당이에요 가장 무서운 자기 의에 빠진 위험한 당이에요.,327,92,-1
20201208,20201208,김남국의원님  힘내세요!,14,5,-1
20201208,20201208,남국이가  국민 모지리로 불리는데는  다 이유가  있나 봅니다,7,2,-1
20201208,20201208,임신하게 된 절반의 책임이 남자에게 있으니 남성의 의견을 물어볼 수 있는 건데 얘기도 못합니까?  그러면 리얼돌은 여성단체에서 왜 반대한 겁니까?  본인들과 상관도 없는 일인데..,277,53,-1
20201208,20201208,논의할 수 있는 사안이라 봄. 정의당은 무작정 비난만 할게 아니라 논쟁을  해야,267,51,-1
20201208,20201208,정의없는 정의당 입다무세요! 당신이 여성 노동자 약자위해서 쇼질 그만하세요! 당신도 똑같은 국민짐2중대같네요,658,110,-1
20201208,20201208,정의당은 말꼬리잡고 늘어지지마라 당연히 할수있는말인데,347,115,-1
20201208,20201208,정의당 안그래도 존재감 없는데 정신못차리네 최소한 합리적인 모습도 못보이네 말꼬리 잡을때냐,840,86,-1
20201208,20201208,이찌질이 오늘도 사고쳤네,6,3,-1
20201208,20201208,"나도 딸 둘 가진 엄마지만, 정의당의 저런 어거지에 진짜 어이가 없네~  임신은 여자만의 문제나 책임이 아니라고 말하는데 동의한다!  낙태죄에도 반대하고! 여성의 의사결정이 가장 중요하다고도 생각한다!  임신이 여성만의 문제가 아니듯, 낙태도 여성만의 문제가 아니라, 남여 모두의 책임과 사회공동체의 문제로 인식하고 공론화 해서 토론을 해야 맞는거 아니냐?  어쩌다가 정의당이 저렇게 편협한 시각에서 극단 페미니즘의 독선을 당 차원에서 드러내냐?  진짜 심각하다, 심각해~ ㅉㅉ",1615,136,-1
20201208,20201208,정의당 꼴메갈 집단  진짜 싫다,362,98,-1
20201208,20201208,지지율떨어지니 다시 세월호로 군불 떼는중,14,8,-1
20201208,20201208,세월호는 아직 의문 투성이다. 재발방지를 위해서라도 반드시 밝혀지기를 바랍니다.,780,86,-1
20201208,20201208,진짜  시간이지날수록  더 더 알고싶다,245,35,-1
20201208,20201208,무능한 정부가 무능함을 감추려  세월호 7시간을 봉인하고  그 책임자 황교안은 미통당의 대표가 되었다 그리고 대권주자로도 나섰다. 뻔뻔하고 치욕스럽다.,556,209,-1
20201208,20201208,대통령 기록물 30년짜리 까기전에는 요원할듯...  박근혜 기록부터 일단 까보자....,394,31,-1
20201208,20201208,"세월호 위로 한답시고 가서  방명록에   미안하다, 고맙다고 쓴 문재인한테 물어보는게 좋을 듯...  왜 고맙다고 했을까? 정말 알수가 없어.",7,1,-1
20201208,20201208,"국힘당이나 그 부류는 제발 좀 방해좀 하지마라. 이거 몇년 째, 정권도 바꼈는데 대체 모하는 짓이냐? 무슨 짓을 저질렀길래 이렇게 까지 방해하는 거냐?",409,162,-1
20201208,20201208,너넨 문재인한테 이용당한거야ㅋㅋ,511,456,-1
20201208,20201208,그러게 왜  구조하지 않았을까 왜 학생들에게 탈출하라고 하지않고 기다리라고만했을까. 생각하면  억장이 무너진다.,1146,36,-1
20201208,20201208,"제발 명백한 원인규명해서 법대로 처리해주세요, 6년동안 위원회 및 수사팀은 도데체 뭘한거요?",245,26,-1
20201208,20201208,문대통령 집권 3년 반이 지났습니다. 여당도 180석 확보했는데. 아직까지 진실 타령인가요. 그동안 진실 안밝히고 머했나요.,755,78,-1
20201208,20201208,지겹다는인간들이 진짜 쓰레기다,506,251,-1
20201208,20201208,천안암사고나 이렇게 질기게 파헤쳐봐라.,13,0,-1
20201208,20201208,"⭕ 문재앙 집권 4년차이고 120명의 직원이 있는 세월호 특조위인데, 아직도 침몰원인 등을 못 밝혔다고? 도대체 얼마나 무능하면 그러냐? 1년에 수백억씩 세금 뜯어 먹으면서 출근해서 게임만 하다가 퇴근하는거여? 그런데도 또 기한 연장해서 세금 뜯어먹게 해달라고? 하여튼 문재앙에 대한 세간의 평은 '무능하면서 비겁하기까지 하다'이더라 국정엔 개무능하면서 정치투쟁과 쇼질에만 유능한 운동권 정권 꼬라지ㅉ 근디 부동산 정책만큼은 자신있습니다..허허허(2019.11) 집값을 취임초 가격으로 되돌려 놓겠습니다..허허허(2020.9) -문재앙",837,588,-1
20201208,20201208,아닌건 아닌거다 세상이바뀌어도 내자식이 그랬다면? 꼭밣혀야합니다  유가족여러분 끝까지 힘내세요,658,70,-1
20201208,20201208,이제 밝혀질때도 됐다. 속시원하게 밝혀보자,267,12,-1
20201208,20201208,문재인은 끗빨을 움켜쥔 그동안은 뭐 하다가 지금 싯점에 세월호를 띄우는지... 들여다 보인다.,422,210,-1
20201208,20201208,나도 그것이 궁금하다...,197,9,-1
20201209,20201209,징중귀이랑. 기생충 한말씀씩들 안 하시나요? 왜..요?  Why not? Pourquoi pas?,3263,77,-1
20201209,20201209,조국 장관님 저도 빵터졌습니다 같이 웃겠습니다,7620,355,-1
20201209,20201209,"그래서  개혁의,  대상이란거다 더 말해서  뭘해",5561,74,-1
20201209,20201209,서민은 불고기세트 검사님들은 불기소세트~,3620,55,-1
20201209,20201209,절대 조선일보기자들은 안쓸 기사,3733,62,-1
20201209,20201209,개검들은 개혁과 공수처로 밟아줘야 정신차린다,4355,146,-1
20201209,20201209,이런데도 대검에 화환보내는 인간들 뇌구조 보고싶다~,17340,203,-1
20201209,20201209,전직 판사라는 것들이 윤석렬 두둔하는 성명을 냈네 .... 정말 뿌리부터 부패했다 ... 사법부 검찰 ... 다 해임 탄핵 해야 한다,10298,233,-1
20201209,20201209,99만원 불고기 세트..? 요새 눈이 안좋아서~  잘쳐 먹었냐?,2880,34,-1
20201209,20201209,언제나 느끼는 것이지만  검새들은 뻔뻔해  그자 짜장 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5209,107,-1
20201209,20201209,다음 예시중  n분의 1을 가장 잘하는 국가기관은?  예시) 536만원을 5인을 기준으로 1인당             100만원이하로 만드는 셈법...  1) 산림청  2) 경찰청   3) 검찰청  4) 기상청,6394,32,-1
20201209,20201209,김봉현은 범죄자고 사기꾼이라 술접대 폭로도 거짓말이라고 단언한 자칭 프로파일러 이수정씨 뭐하심,7565,90,-1
20201209,20201209,애썼다 사만원 빼느라고..ㅎㅎ,7447,44,-1
20201209,20201209,99만원 불기소 세트 이러니깐 공수처 가 나오는거지,13019,99,-1
20201209,20201209,개뿔도 모르면서 주디질은......ㅉㅉ,1704,297,-1
20201209,20201209,"이사람이 뭔데, 한마디 한마디를 다 언론에서 써주지?",7120,232,-1
20201209,20201209,그냥 기 생 충,2321,183,-1
20201209,20201209,만사불만,2619,147,-1
20201209,20201209,기생충은 살리지말자!,848,122,-1
20201209,20201209,서민 머더나?  구더기,722,188,-1
20201209,20201209,"띨띨하넘, 독재시대 입도뻥끗못하다가",3041,209,-1
20201209,20201209,기생충처럼 살고자하는 인긴기생충,2450,217,-1
20201209,20201209,시끄러 시끄러 제발 그입좀닥쳐 제발제발제발 아 진짜 이사람 너무싫다,4189,434,-1
20201209,20201209,먼저 맞고 마루타 되리?,738,127,-1
20201209,20201209,니가 뭘 아니,1044,302,-1
20201209,20201209,죽어라~~~,417,200,-1
20201209,20201209,진촉새랑 서촉새랑 세상만사 모든 사안에 옹알이할라고 기를쓰는구나  지금 지구상에  완벽한 코로나19 백신이 어딨냐?,3221,176,-1
20201209,20201209,그냥 쓰래기 인간알뿐,1493,196,-1
20201209,20201209,독재? 지나가는 개가 웃다 배꼽빠지는소리하고 있네,2412,259,-1
20201209,20201209,해럴드... 홍정욱의 그림자...,612,32,-1
20201209,20201209,🎒이것을 보라 윤짜장의 적폐를ᆢ심각하다  ☮이명박무혐의처리(당시수사검사윤석열) ☮김성태각봉투 직접전달 구속 x 🍉윤짜장장모→수백억사문서위조구속x  ⛑홍정욱딸1급 마약lsd 구속x 🍖표창장구속ㅇ 🍋정경심표창장 7년   ♒국정원 댓글 조작 겨우1년 6개월   🌲김경수는 5년     🎑나경원딸입시의혹 구속× 🍘김학의→별장 성접대 및 일반인 강간(무혐의)  ♎박떡흠 3000억 구속×  🌭동료검사강간→구속x 🌭검사공문서위조→구속x,3234,185,-1
20201209,20201209,대선 다가오니 슬슬 쓰레기들이 몰려나오는구나.,1323,129,-1
20201209,20201209,권럭을 누릴 수 있다면 악마에게도 영혼 팔 놈이라 이해하면 되니?,3437,113,-1
20201209,20201209,니들이 독재지,1072,187,-1
20201209,20201209,공수처는 선거용이었나? 표얻으려고 공약 걸었던거야?  그러니까 당신들 한계,1053,62,-1
20201209,20201209,정진석 참 어처구니 없는 인간이군 민주주의가  어떤 제도인지 니가 알기나 해 니네들은 독재정권에 길들여진  개들이라 민주주의를 알 턱이 없지 국민들이 니네당한테 왜 떠난줄도 모르는  무뇌들이잖어,3725,265,-1
20201209,20201209,독재가 뭔지도 모르는 인간이 국회의원이라니~,2687,170,-1
20201209,20201209,"너희야말로 국민 참칭 하지 마라. 선거 참패를 몇 번을 해도 인적 청산, 구태와의 결연한 단절은 커녕 립 서비스에 가까운 그 쉬운 반성 조차도 하기 싫어하는 쓰레기들.",4676,199,-1
20201209,20201209,독재..... 군부독재때 뭐하셨다라.... 무식이 난립하구먼.... 멀쩡한 뇌를 혹사시켜 논리없는 궤변으로 농단하려구 ...,2542,150,-1
20201209,20201209,독재 뜻은아니?? 왜 180석 만들어준거같ㄴㅑ?? 국민의 뜻을 반영못하는 국민의짐은 반 민주 정당이지? 그리고 니가 그런마인드니 그달에는 폐기물 범죄지만 모이지 ㅋㅋㅋ 너포함해서,2180,236,-1
20201209,20201209,국민의 암... 최후의 발악,1302,209,-1
20201209,20201209,정신차려라 진석아 !,847,151,-1
20201209,20201209,니네 당 것들은 존재감도 없는데  석열이 뒤에 줄이나 섰냐. 진석아..,1462,178,-1
20201209,20201209,독재의 시대에  독재의 단맛을 아는자  그입 닥쳐라,6391,199,-1
20201209,20201209,ㅎㅎ 국민의암덩어리들,1059,148,-1
20201209,20201209,기레기들   역적 같은 놈 대선 1위라  가짜뉴스 뿌리고 마지막  발악  기사   조작  선동에   힘들겠구나.  윤석렬은   대선  후보 자격   미달이라는데 왜 자꾸    조작질  하느냐 이 얼빠진  쓰레기 기레기야,1824,397,-1
20201209,20201209,상황이 많이 어려운가 보다 이런 여론조사가 우후죽순처럼 나오는 거 보니 ㅋㅋㅋ 사퇴하고 정치해라,1896,204,-1
20201209,20201209,ㅎㅎㅎ,440,16,-1
20201209,20201209,윤짜장 대권에 나와라! 너의 구린 뒷배경을 탈탈 털어주마!,1599,415,-1
20201209,20201209,징계위에 쓰게 크게 프린트 해라. 검찰총장이 대권후보 1위란다. 이런데도 정치중립을 안어겼단다.,1765,311,-1
20201209,20201209,소설을 써라 웃기고 자빠졌네,2061,347,-1
20201209,20201209,"공수처에서 별장성접대도 룸싸롱접대도 검찰이 받으면 회식이 되고 무죄되는 이런거 막자고 [단독]윤석열도 별장에서 수차례접대 검찰은 술접대 밥은 2놈은 귀가 시간이 빨랐다는 이유로 기소 대상에서 제외 검사가 라임 수사팀에 합류한것은 접대 시점에서 7~8개월이 지난 후 라고 직무관련성과 대가성을 인정하기 어렵다면서 뇌물죄도 적용하지 않았다. 뇌물죄 맞잖아 경찰은 김학의의 도주를 우려해 출국금지를 요청했지만, 검찰은 두차례나 기각했다. 김학의닮은가족과 경호원들까지 대동하고 본인도 위장을 한 채 출국을 시도하다 적발돼 탑승직전 출국이 제지돼",4161,279,-1
